	GCA_002899375.1_ASM289937v1_protein	GCA_002899415.1_ASM289941v1_protein	GCF_000264275.1_ASM26427v1_protein	GCF_000292365.1_ASM29236v1_protein	GCF_000336425.1_ASM33642v1_protein	GCF_000342205.1_SerMar_1.0_protein	GCF_000418815.1_S_marcescensMC620-1.0_protein	GCF_000418835.1_S_marcescensMC6001-1.0_protein	GCF_000418855.2_S_marcescensMC6000-1.0_protein	GCF_000418875.1_S_marcescensMC460-1.0_protein	GCF_000418895.1_S_marcescensMC459-1.0_protein	GCF_000418915.1_S_marcescensMC458-1.0_protein	GCF_000418935.1_S_marcescensAB42556419-isolate1-1.0_protein	GCF_000442375.1_S.marcescens_LCT-SM262_protein	GCF_000442455.1_S.marcescens_LCT-SM166_protein	GCF_000465615.2_GS_De_Novo_Assembly_protein	GCF_000513215.1_DB11_protein	GCF_000521905.1_Serr_marc_BIDMC_50_V1_protein	GCF_000521925.1_Serr_marc_BIDMC_44_V1_protein	GCF_000633335.1_de_novo_protein	GCF_000633555.1_de_novo_protein	GCF_000633695.1_Serr_marc_BIDMC_81_V1_protein	GCF_000633715.1_Serr_marc_BIDMC_80_V1_protein	GCF_000695485.1_smgenome_protein	GCF_000734475.1_ASM73447v1_protein	GCF_000735445.1_GSMA_DRAFTv1_protein	GCF_000738535.1_ASM73853v1_protein	GCF_000739215.1_ASM73921v1_protein	GCF_000743395.1_SAS_1_protein	GCF_000751195.1_Serratia_assembly_protein	GCF_000783615.1_ASM78361v2_protein	GCF_000783915.2_ASM78391v2_protein	GCF_000783975.2_ASM78397v2_protein	GCF_000805875.1_SmRM66262_v1.0_protein	GCF_000828775.1_ASM82877v1_protein	GCF_001007555.1_2015-04-28_protein	GCF_001022215.1_ASM102221v1_protein	GCF_001030265.1_Serr_marc_BWH57_V1_protein	GCF_001034395.1_Serr_marc_UCI87_V1_protein	GCF_001034405.1_Serr_marc_UCI88_V1_protein	GCF_001051865.1_ASM105186v1_protein	GCF_001060335.1_ASM106033v1_protein	GCF_001060585.1_ASM106058v1_protein	GCF_001060625.1_ASM106062v1_protein	GCF_001060655.1_ASM106065v1_protein	GCF_001061145.1_ASM106114v1_protein	GCF_001061195.1_ASM106119v1_protein	GCF_001061225.1_ASM106122v1_protein	GCF_001062235.1_ASM106223v1_protein	GCF_001062285.1_ASM106228v1_protein	GCF_001063125.1_ASM106312v1_protein	GCF_001063145.1_ASM106314v1_protein	GCF_001063175.1_ASM106317v1_protein	GCF_001063325.1_ASM106332v1_protein	GCF_001063375.1_ASM106337v1_protein	GCF_001064335.1_ASM106433v1_protein	GCF_001064345.1_ASM106434v1_protein	GCF_001064455.1_ASM106445v1_protein	GCF_001064715.1_ASM106471v1_protein	GCF_001064725.1_ASM106472v1_protein	GCF_001064835.1_ASM106483v1_protein	GCF_001064855.1_ASM106485v1_protein	GCF_001064975.1_ASM106497v1_protein	GCF_001065325.1_ASM106532v1_protein	GCF_001065405.1_ASM106540v1_protein	GCF_001065845.1_ASM106584v1_protein	GCF_001065935.1_ASM106593v1_protein	GCF_001066015.1_ASM106601v1_protein	GCF_001066945.1_ASM106694v1_protein	GCF_001067015.1_ASM106701v1_protein	GCF_001067375.1_ASM106737v1_protein	GCF_001068085.1_ASM106808v1_protein	GCF_001076625.1_ASM107662v1_protein	GCF_001280365.1_ASM128036v1_protein	GCF_001294565.1_ASM129456v1_protein	GCF_001317205.2_56_S29v.02_protein	GCF_001317425.2_59_S30v.02_protein	GCF_001417865.2_ASM141786v2_protein	GCF_001643155.1_ASM164315v1_protein	GCF_001853455.1_ASM185345v1_protein	GCF_001853495.1_ASM185349v1_protein	GCF_001889685.1_ASM188968v1_protein	GCF_001902635.1_ASM190263v1_protein	GCF_001908015.1_ASM190801v1_protein	GCF_001908035.1_ASM190803v1_protein	GCF_001909165.1_ASM190916v1_protein	GCF_001932655.1_ASM193265v1_protein	GCF_001940505.1_ASM194050v1_protein	GCF_001975745.1_ASM197574v1_protein	GCF_002007925.1_ASM200792v2_protein	GCF_002029205.1_ASM202920v1_protein	GCF_002029225.1_ASM202922v1_protein	GCF_002094145.1_ASM209414v1_protein	GCF_002104095.1_ASM210409v1_protein	GCF_002104105.1_ASM210410v1_protein	GCF_002104115.1_ASM210411v1_protein	GCF_002108655.1_ASM210865v1_protein	GCF_002118055.1_ASM211805v1_protein	GCF_002152845.1_ASM215284v1_protein	GCF_002153355.1_ASM215335v1_protein	GCF_002205475.1_ASM220547v1_protein	GCF_002220515.1_ASM222051v1_protein	GCF_002220535.1_ASM222053v1_protein	GCF_002220555.1_ASM222055v1_protein	GCF_002220575.1_ASM222057v1_protein	GCF_002220595.1_ASM222059v1_protein	GCF_002220615.1_ASM222061v1_protein	GCF_002220635.1_ASM222063v1_protein	GCF_002220655.1_ASM222065v1_protein	GCF_002220675.1_ASM222067v1_protein	GCF_002220695.1_ASM222069v1_protein	GCF_002220715.1_ASM222071v1_protein	GCF_002250685.1_ASM225068v1_protein	GCF_002264105.1_ASM226410v1_protein	GCF_002264175.1_ASM226417v1_protein	GCF_002264285.1_ASM226428v1_protein	GCF_002265665.1_ASM226566v1_protein	GCF_002592035.1_ASM259203v1_protein	GCF_002738105.1_ASM273810v1_protein	GCF_002738145.1_ASM273814v1_protein	GCF_002738155.1_ASM273815v1_protein	GCF_002738185.1_ASM273818v1_protein	GCF_002762595.1_ASM276259v1_protein	GCF_002810285.1_ASM281028v1_protein	GCF_002886905.1_ASM288690v1_protein	GCF_002887105.1_ASM288710v1_protein	GCF_002899335.1_ASM289933v1_protein	GCF_002899355.1_ASM289935v1_protein	GCF_002899365.1_ASM289936v1_protein	GCF_002915435.1_ASM291543v1_protein	GCF_002915445.1_ASM291544v1_protein	GCF_002915475.1_ASM291547v1_protein	GCF_002920335.1_ASM292033v1_protein	GCF_002920345.1_ASM292034v1_protein	GCF_002920375.1_ASM292037v1_protein	GCF_002920385.1_ASM292038v1_protein	GCF_002920415.1_ASM292041v1_protein	GCF_002920435.1_ASM292043v1_protein	GCF_002920455.1_ASM292045v1_protein	GCF_002920475.1_ASM292047v1_protein	GCF_002920485.1_ASM292048v1_protein	GCF_002920515.1_ASM292051v1_protein	GCF_002947235.1_ASM294723v1_protein	GCF_900029885.1_Sm_SMB2099_protein	GCF_900108835.1_SM1978_protein
GCF_002887105.1_ASM288710v1_protein	3847	4102	4051	4162	4154	4155	4454	4495	4487	4484	4502	4491	4485	3688	4039	4134	4088	4138	4092	4161	4161	4132	4119	4048	4032	4098	4132	4103	4106	4095	4270	4122	4144	3947	4150	4197	4651	4426	4147	4116	4129	4090	4081	4100	4097	4137	4080	4076	4147	4090	4140	4136	4135	4113	4128	4134	4131	4130	4130	4116	4128	4126	4132	4078	4175	4458	4472	4089	4141	4110	4143	4081	4132	4107	4077	4583	4591	4148	4165	4279	4279	3869	3965	4113	3961	4134	4283	4155	4166	3760	4056	4112	4119	4088	4086	4089	4115	4501	4085	4075	4068	4131	4091	4053	4110	4065	4116	4274	4117	4104	4110	4183	4642	4219	4162	4196	3867	4111	4148	4203	4043	4354	3919	4210	5086	5142	4125	4170	4115	4145	4113	4113	4082	4127	4090	4131	4133	4092	4126	4091	4133	4076	4148	4089	4632
GCF_002899335.1_ASM289933v1_protein	4314	4370	4279	4186	4386	4348	4070	4068	4068	4061	4072	4073	4067	3891	4260	4383	4253	4210	4151	4185	4186	4231	4182	4270	4106	4311	4240	4155	4319	4307	4251	4163	4254	4020	4155	4191	4115	4064	4366	4184	4281	4082	4175	4229	4226	4355	4176	4172	4365	4186	4339	4338	4336	4228	4247	4336	4334	4334	4250	4228	4244	4245	4248	4282	4258	4080	4091	4098	4151	4157	4181	4079	4334	4210	4155	4124	4126	4421	4200	4231	4231	3919	3945	4131	4040	4182	4235	4375	4409	3713	4272	4292	4440	4158	4158	4159	4486	4086	4168	4149	4314	4211	4307	4140	4259	4223	4241	4192	4189	4202	4258	4233	4108	4166	4163	4170	4106	4433	4126	4144	4064	4124	4246	4148	4125	4125	4621	4270	4334	4215	4378	4378	4162	4190	4157	4194	4196	4156	4187	4157	4196	4163	4185	4174	4053
GCF_002899355.1_ASM289935v1_protein	3983	4199	4185	4166	4296	4237	4105	4103	4102	4095	4107	4105	4099	3808	4171	4240	4188	4439	4231	4167	4167	4378	4242	4180	4114	4189	4228	4182	4197	4186	4331	4206	4470	4025	4178	4331	4166	4062	4257	4210	4237	4089	4176	4183	4180	4200	4176	4173	4211	4186	4242	4240	4240	4217	4236	4240	4236	4237	4239	4219	4234	4235	4237	4222	4181	4119	4129	4113	4168	4173	4240	4048	4237	4446	4179	4167	4200	4312	4203	4276	4277	4015	3961	4165	4054	4174	4281	4252	4269	3814	4276	4238	4287	4175	4175	4178	4255	4191	4187	4190	4166	4491	4203	4147	4262	4197	4189	4348	4250	4349	4261	4477	4144	4204	4202	4208	3975	4269	4144	4209	4299	4146	4064	4218	4171	4170	4270	4710	4206	4501	4229	4229	4212	4214	4217	4217	4220	4218	4195	4217	4219	4162	4234	4165	4102
GCF_002899365.1_ASM289936v1_protein	4041	4246	4345	4138	4300	4267	4034	4046	4047	4040	4051	4054	4045	3956	4327	4269	4260	4171	4117	4140	4139	4178	4158	4339	4069	4563	4268	4130	4572	4560	4203	4122	4204	3980	4139	4132	4105	4052	4256	4154	4298	4065	4139	4251	4248	4264	4140	4136	4274	4150	4258	4258	4256	4266	4284	4256	4254	4255	4286	4266	4283	4282	4287	4348	4168	4057	4069	4059	4111	4118	4142	4075	4253	4152	4118	4103	4103	4297	4217	4209	4208	3887	3950	4100	3999	4093	4213	4300	4310	3691	4352	4384	4298	4131	4130	4132	4317	4074	4139	4108	4213	4152	4403	4097	4281	4247	4261	4173	4162	4162	4280	4191	4076	4151	4137	4156	3996	4282	4106	4109	4007	4103	4090	4115	4119	4115	4334	4206	4595	4181	4271	4271	4126	4138	4118	4142	4144	4117	4148	4118	4144	4114	4139	4147	4051
GCF_002915435.1_ASM291543v1_protein	3927	4163	4154	4155	4197	4200	4081	4082	4079	4072	4084	4085	4078	3783	4141	4189	4156	4490	4179	4156	4157	4354	4191	4149	4071	4160	4209	4126	4170	4159	4297	4166	4429	3995	4149	4318	4176	4045	4223	4155	4195	4057	4126	4163	4160	4177	4126	4123	4186	4137	4204	4203	4201	4206	4224	4202	4200	4202	4227	4209	4222	4223	4226	4187	4130	4090	4104	4055	4107	4110	4211	4012	4199	4435	4168	4148	4158	4251	4150	4250	4251	4027	3941	4130	4020	4138	4255	4193	4216	3811	4247	4221	4211	4114	4114	4116	4221	4148	4135	4147	4120	4491	4195	4115	4246	4165	4172	4283	4185	4342	4245	4440	4125	4157	4154	4159	3925	4217	4101	4155	4312	4106	4023	4164	4145	4145	4215	4501	4181	4695	4213	4213	4137	4143	4127	4145	4148	4127	4144	4127	4147	4117	4210	4111	4081
GCF_002915445.1_ASM291544v1_protein	4081	4432	4234	4188	4329	4314	4115	4112	4115	4108	4118	4117	4112	3848	4214	4306	4220	4176	4130	4190	4190	4163	4125	4225	4031	4248	4213	4110	4256	4243	4214	4127	4204	3972	4096	4156	4117	4070	4453	4107	4223	4069	4097	4215	4211	4400	4099	4095	4410	4108	4311	4311	4309	4226	4244	4309	4306	4305	4245	4227	4241	4242	4246	4281	4244	4125	4136	4051	4104	4111	4133	4036	4307	4204	4141	4130	4138	4383	4179	4174	4174	3872	3901	4093	3992	4138	4178	4337	4331	3710	4273	4247	4360	4085	4085	4087	4387	4098	4129	4106	4275	4218	4237	4105	4263	4236	4216	4199	4125	4172	4262	4203	4107	4117	4115	4121	4030	4368	4066	4094	4009	4093	4168	4100	4113	4113	4378	4229	4271	4213	4594	4594	4109	4115	4117	4116	4118	4116	4148	4117	4117	4108	4137	4084	4056
GCF_002915475.1_ASM291547v1_protein	4081	4432	4234	4188	4329	4314	4115	4112	4115	4108	4118	4117	4112	3848	4214	4306	4220	4176	4130	4190	4190	4163	4125	4225	4031	4248	4213	4110	4256	4243	4214	4127	4204	3972	4096	4156	4117	4070	4453	4107	4223	4069	4097	4215	4211	4400	4099	4095	4410	4108	4311	4311	4309	4226	4244	4309	4306	4305	4245	4227	4241	4242	4246	4281	4244	4125	4136	4051	4104	4111	4133	4036	4307	4204	4142	4130	4138	4383	4179	4174	4174	3872	3901	4093	3992	4138	4178	4337	4331	3710	4273	4247	4360	4085	4085	4087	4387	4098	4129	4106	4275	4218	4237	4105	4263	4236	4216	4199	4126	4173	4262	4204	4107	4117	4115	4121	4030	4368	4066	4094	4009	4093	4168	4100	4113	4113	4378	4229	4271	4213	4594	4595	4109	4115	4117	4116	4118	4116	4148	4117	4117	4108	4137	4084	4056
GCF_002920335.1_ASM292033v1_protein	3879	4057	4150	4124	4155	4154	4056	4057	4055	4050	4060	4060	4054	3786	4139	4096	4145	4106	4311	4124	4123	4132	4350	4145	4302	4110	4170	4306	4117	4106	4254	4346	4164	4184	4344	4147	4122	4015	4090	4327	4160	4098	4336	4140	4138	4076	4337	4335	4084	4348	4131	4130	4128	4139	4157	4128	4126	4125	4159	4143	4156	4156	4159	4138	4066	4072	4083	4267	4327	4338	4372	4052	4123	4128	4326	4143	4178	4193	4198	4244	4245	3831	3943	4306	4229	4055	4249	4129	4143	3699	4204	4146	4187	4296	4296	4299	4172	4073	4300	4286	4065	4141	4135	4305	4176	4159	4145	4220	4376	4154	4174	4182	4118	4335	4331	4336	3835	4195	4327	4372	3972	4316	3955	4374	4087	4082	4162	4212	4126	4137	4109	4109	4634	4419	4471	4419	4422	4473	4380	4473	4420	4436	4373	4350	4078
GCF_002920345.1_ASM292034v1_protein	3909	4099	4134	4088	4154	4137	4029	4028	4028	4023	4033	4032	4027	3767	4123	4136	4166	4139	4292	4090	4089	4135	4347	4130	4308	4124	4153	4334	4130	4119	4235	4359	4172	4182	4317	4121	4103	4019	4108	4355	4192	4063	4347	4175	4173	4116	4348	4346	4124	4359	4140	4139	4137	4134	4151	4137	4135	4134	4153	4137	4150	4150	4153	4133	4080	4041	4051	4256	4314	4325	4362	4075	4134	4143	4320	4119	4121	4145	4235	4231	4232	3819	3943	4315	4225	4078	4236	4142	4161	3716	4157	4146	4157	4327	4327	4331	4159	4081	4329	4280	4073	4138	4144	4321	4184	4137	4158	4201	4368	4119	4182	4171	4091	4356	4352	4357	3872	4157	4341	4366	3959	4301	3944	4370	4128	4127	4190	4214	4138	4143	4115	4115	4419	4592	4419	4585	4584	4419	4377	4424	4579	4402	4372	4350	4057
GCF_002920375.1_ASM292037v1_protein	3873	4064	4141	4094	4169	4142	4054	4054	4053	4050	4058	4058	4052	3776	4129	4115	4156	4104	4306	4095	4094	4113	4323	4136	4296	4104	4154	4308	4110	4100	4225	4350	4152	4187	4314	4153	4115	4007	4106	4333	4171	4069	4322	4156	4154	4084	4323	4318	4092	4332	4123	4122	4120	4141	4158	4120	4118	4118	4160	4144	4157	4157	4160	4118	4085	4062	4074	4260	4320	4330	4347	4035	4116	4122	4324	4127	4159	4179	4185	4226	4226	3803	3942	4327	4222	4056	4230	4124	4138	3703	4185	4130	4172	4300	4300	4302	4157	4080	4307	4297	4073	4140	4129	4310	4193	4159	4160	4219	4371	4118	4191	4153	4116	4340	4338	4344	3854	4170	4330	4365	3946	4299	3947	4367	4091	4090	4157	4217	4118	4127	4117	4117	4471	4419	4611	4419	4419	4605	4351	4609	4417	4399	4350	4329	4053
GCF_002920385.1_ASM292038v1_protein	3912	4103	4135	4088	4158	4138	4028	4027	4028	4022	4032	4032	4026	3768	4124	4140	4166	4142	4293	4090	4089	4139	4352	4131	4312	4128	4153	4337	4134	4123	4238	4361	4174	4182	4320	4124	4103	4020	4109	4359	4195	4064	4351	4175	4173	4120	4352	4349	4128	4364	4144	4143	4141	4134	4151	4141	4139	4138	4153	4137	4150	4150	4153	4137	4081	4041	4051	4256	4315	4326	4365	4079	4138	4145	4320	4119	4121	4146	4238	4235	4235	3822	3946	4316	4226	4082	4239	4146	4165	3719	4158	4150	4161	4332	4331	4334	4161	4084	4333	4280	4074	4140	4148	4320	4184	4137	4158	4204	4370	4122	4182	4174	4091	4359	4356	4361	3876	4159	4343	4368	3962	4301	3945	4372	4132	4131	4194	4217	4142	4145	4116	4116	4419	4585	4419	4592	4586	4418	4379	4421	4581	4400	4373	4352	4057
GCF_002920415.1_ASM292041v1_protein	3915	4105	4137	4091	4160	4140	4031	4030	4030	4024	4035	4034	4029	3769	4126	4142	4169	4145	4297	4093	4092	4141	4354	4133	4314	4130	4156	4341	4136	4125	4241	4364	4177	4184	4324	4126	4106	4024	4111	4362	4198	4066	4353	4178	4176	4122	4354	4352	4130	4366	4146	4145	4143	4137	4154	4143	4141	4140	4156	4140	4153	4153	4156	4139	4083	4043	4053	4258	4317	4329	4368	4082	4140	4148	4324	4121	4124	4148	4241	4237	4238	3825	3949	4320	4229	4084	4242	4148	4167	3722	4160	4152	4163	4334	4334	4338	4163	4086	4336	4283	4076	4143	4150	4324	4187	4140	4161	4207	4374	4125	4185	4177	4094	4363	4359	4364	3878	4161	4347	4372	3964	4305	3947	4376	4134	4133	4196	4220	4144	4148	4118	4118	4422	4584	4419	4586	4594	4421	4381	4423	4585	4401	4377	4356	4060
GCF_002920435.1_ASM292043v1_protein	3873	4064	4140	4095	4170	4142	4054	4054	4053	4049	4058	4058	4052	3776	4128	4114	4156	4105	4307	4096	4095	4113	4322	4135	4296	4104	4154	4309	4110	4100	4226	4350	4153	4188	4316	4152	4116	4008	4106	4335	4171	4069	4322	4156	4154	4084	4323	4319	4092	4332	4125	4123	4122	4141	4158	4121	4119	4119	4160	4144	4157	4157	4160	4118	4085	4062	4074	4262	4322	4332	4350	4035	4117	4122	4326	4128	4160	4179	4186	4227	4227	3803	3942	4328	4222	4057	4231	4125	4139	3704	4185	4130	4172	4300	4299	4303	4157	4082	4309	4298	4073	4140	4129	4312	4193	4159	4160	4220	4372	4118	4191	4153	4117	4341	4338	4344	3854	4170	4332	4366	3945	4301	3948	4368	4093	4092	4156	4218	4117	4127	4116	4116	4473	4419	4605	4418	4421	4613	4354	4611	4418	4399	4352	4331	4054
GCF_002920455.1_ASM292045v1_protein	3904	4109	4107	4134	4151	4164	4045	4046	4046	4040	4052	4049	4045	3739	4096	4128	4137	4124	4273	4134	4134	4148	4388	4106	4295	4134	4142	4359	4141	4130	4254	4338	4176	4164	4413	4174	4154	4071	4123	4349	4167	4143	4392	4109	4106	4111	4392	4390	4119	4403	4188	4185	4184	4160	4180	4184	4181	4180	4182	4165	4179	4179	4181	4159	4069	4095	4107	4277	4334	4349	4684	4085	4181	4168	4353	4168	4181	4184	4256	4258	4259	3864	3939	4340	4235	4091	4262	4220	4171	3727	4165	4142	4207	4379	4379	4383	4194	4110	4336	4267	4068	4173	4179	4290	4150	4168	4132	4210	4421	4192	4149	4176	4118	4389	4382	4379	3866	4201	4325	4348	4022	4324	3967	4351	4129	4126	4187	4195	4148	4144	4148	4148	4380	4377	4351	4379	4381	4354	4814	4355	4377	4368	4726	4355	4121
GCF_002920475.1_ASM292047v1_protein	3873	4064	4141	4094	4169	4142	4055	4055	4054	4051	4059	4059	4053	3776	4129	4115	4156	4104	4307	4095	4094	4113	4323	4136	4296	4104	4154	4309	4110	4100	4226	4350	4152	4187	4315	4153	4116	4009	4106	4334	4171	4069	4322	4156	4154	4084	4323	4319	4092	4332	4124	4123	4121	4141	4158	4120	4119	4119	4160	4144	4157	4157	4160	4118	4085	4063	4075	4261	4321	4331	4349	4035	4116	4122	4325	4128	4160	4179	4185	4227	4227	3803	3942	4328	4223	4056	4231	4125	4138	3704	4186	4130	4172	4300	4300	4303	4157	4081	4308	4298	4073	4140	4129	4311	4193	4159	4160	4220	4372	4118	4191	4153	4117	4341	4338	4344	3854	4170	4331	4366	3946	4301	3947	4368	4092	4091	4157	4217	4118	4127	4117	4117	4473	4424	4609	4421	4423	4611	4355	4619	4418	4404	4351	4330	4054
GCF_002920485.1_ASM292048v1_protein	3915	4105	4136	4089	4160	4139	4029	4028	4029	4024	4033	4033	4027	3768	4125	4142	4167	4144	4296	4091	4090	4141	4354	4132	4314	4130	4154	4340	4136	4125	4240	4363	4176	4182	4323	4126	4104	4022	4110	4362	4197	4065	4353	4176	4174	4122	4354	4352	4130	4366	4146	4145	4143	4135	4152	4143	4141	4140	4154	4138	4151	4151	4154	4139	4082	4042	4052	4257	4316	4328	4368	4081	4140	4147	4322	4121	4122	4147	4240	4237	4237	3824	3948	4319	4228	4084	4241	4148	4167	3721	4158	4152	4163	4334	4333	4337	4163	4085	4336	4282	4075	4142	4150	4322	4185	4138	4159	4206	4373	4124	4183	4176	4092	4362	4358	4363	3878	4161	4346	4371	3963	4304	3946	4375	4134	4133	4196	4219	4144	4147	4117	4117	4420	4579	4417	4581	4585	4418	4377	4418	4586	4396	4376	4355	4058
GCF_002920515.1_ASM292051v1_protein	3879	4049	4132	4093	4116	4137	4019	4017	4017	4011	4021	4021	4015	3768	4122	4100	4133	4095	4260	4094	4094	4133	4314	4130	4292	4100	4146	4296	4107	4096	4211	4315	4157	4176	4322	4103	4094	3994	4091	4316	4153	4070	4337	4130	4127	4075	4338	4336	4083	4351	4129	4127	4126	4129	4149	4126	4124	4122	4151	4134	4147	4148	4150	4122	4070	4029	4039	4268	4327	4338	4350	4035	4121	4121	4291	4124	4127	4147	4171	4211	4211	3822	3923	4309	4215	4056	4215	4111	4131	3692	4146	4129	4140	4284	4283	4285	4156	4045	4282	4279	4067	4123	4113	4305	4168	4138	4144	4162	4337	4116	4167	4122	4090	4307	4303	4310	3837	4144	4311	4333	3936	4281	3951	4335	4077	4076	4163	4162	4114	4117	4108	4108	4436	4402	4399	4400	4401	4399	4368	4404	4396	4518	4365	4350	4055
GCF_002947235.1_ASM294723v1_protein	3900	4087	4109	4146	4152	4168	4039	4043	4044	4038	4049	4047	4042	3741	4098	4126	4140	4124	4318	4149	4149	4144	4430	4106	4287	4125	4188	4328	4132	4121	4286	4334	4173	4164	4406	4199	4191	4075	4169	4347	4165	4197	4384	4115	4112	4114	4384	4382	4122	4394	4159	4155	4154	4207	4228	4154	4151	4149	4229	4212	4226	4226	4229	4173	4077	4082	4094	4280	4338	4350	4770	4069	4151	4145	4350	4190	4204	4223	4226	4269	4270	3882	3957	4352	4236	4087	4274	4195	4188	3760	4215	4183	4193	4373	4373	4377	4195	4157	4311	4330	4071	4201	4176	4291	4200	4137	4137	4244	4414	4164	4199	4174	4132	4379	4373	4377	3865	4196	4322	4379	4041	4340	4017	4383	4150	4148	4185	4234	4139	4210	4137	4137	4373	4372	4350	4373	4377	4352	4726	4351	4376	4365	4872	4354	4156
GCF_900029885.1_Sm_SMB2099_protein	3891	4064	4133	4078	4138	4114	4012	4010	4010	4003	4015	4013	4009	3778	4132	4114	4123	4119	4254	4088	4088	4137	4392	4141	4261	4146	4139	4364	4153	4142	4221	4287	4145	4199	4330	4117	4106	4007	4084	4393	4163	4036	4362	4125	4122	4111	4362	4360	4120	4373	4121	4120	4119	4122	4141	4119	4117	4116	4143	4126	4139	4140	4142	4155	4049	4023	4034	4242	4301	4314	4360	4034	4115	4108	4336	4099	4102	4158	4216	4224	4225	3825	3915	4287	4235	4050	4230	4137	4157	3708	4149	4150	4174	4360	4361	4364	4160	4063	4359	4256	4049	4120	4159	4326	4150	4113	4132	4200	4397	4110	4149	4133	4081	4302	4297	4303	3847	4164	4269	4274	3945	4298	3944	4277	4089	4089	4174	4165	4147	4111	4084	4084	4350	4350	4329	4352	4356	4331	4355	4330	4355	4350	4354	4529	4061
GCF_900108835.1_SM1978_protein	3782	4016	4008	4113	4073	4118	4294	4338	4338	4333	4347	4344	4336	3660	4005	4058	4069	4068	4063	4125	4127	4081	4098	4014	4004	4047	4086	4047	4055	4044	4219	4077	4095	3921	4132	4142	4522	4305	4069	4073	4056	4076	4066	4045	4042	4071	4066	4063	4078	4075	4088	4084	4082	4051	4065	4081	4079	4078	4067	4055	4067	4063	4071	4033	4044	4425	4436	4025	4080	4062	4132	4015	4080	4055	4065	4572	4583	4170	4098	4282	4283	3822	3947	4074	3942	4058	4287	4078	4107	3710	4073	4060	4119	4090	4088	4091	4087	4428	4039	4052	4010	4093	4037	4024	4069	4042	4055	4215	4116	4065	4069	4110	4604	4187	4149	4181	3793	4116	4093	4138	3974	4330	3879	4146	4622	4632	4053	4102	4051	4081	4056	4056	4078	4057	4053	4057	4060	4054	4121	4054	4058	4055	4156	4061	5025
